Date,Open,Close,High,Volume,Low,Signal,Entry,TakeProfit,StopLoss
2022-12-09 00:00:00,1.22333,1.22336,1.2235,1170,1.22287,0,,,
2022-12-09 00:05:00,1.22335,1.22343,1.22351,1012,1.22307,0,,,
2022-12-09 00:10:00,1.22343,1.2228,1.2235,1006,1.22274,0,,,
2022-12-09 00:15:00,1.22292,1.2228,1.2231,944,1.22266,0,,,
2022-12-09 00:20:00,1.22299,1.22319,1.2234,967,1.22284,0,,,
2022-12-09 00:25:00,1.22334,1.22287,1.2234,1081,1.22263,0,,,
2022-12-09 00:30:00,1.22286,1.2227,1.223,1166,1.22267,0,,,
2022-12-09 00:35:00,1.22265,1.22278,1.223,1126,1.22263,0,,,
2022-12-09 00:40:00,1.2228,1.2226,1.2229,757,1.22247,0,,,
2022-12-09 00:45:00,1.22276,1.22252,1.2228,980,1.22245,0,,,
2022-12-09 00:50:00,1.22266,1.22298,1.22298,1073,1.22251,0,,,
2022-12-09 00:55:00,1.223,1.22363,1.22388,1217,1.2228,0,,,
2022-12-09 01:00:00,1.22375,1.22429,1.2243,902,1.22356,0,,,
2022-12-09 01:05:00,1.2243,1.22497,1.22503,910,1.2242,0,,,
2022-12-09 01:10:00,1.22497,1.22575,1.22575,959,1.2246,0,,,
2022-12-09 01:15:00,1.22575,1.22551,1.22606,1004,1.22535,0,,,
2022-12-09 01:20:00,1.22551,1.22616,1.22633,829,1.22532,0,,,
2022-12-09 01:25:00,1.22616,1.22627,1.2265,901,1.22584,0,,,
2022-12-09 01:30:00,1.22642,1.22687,1.2272,908,1.2262,0,,,
2022-12-09 01:35:00,1.22686,1.22677,1.2272,814,1.22657,0,,,
2022-12-09 01:40:00,1.22676,1.22665,1.2271,856,1.22648,0,,,
2022-12-09 01:45:00,1.22667,1.22676,1.2272,1068,1.2266,0,,,
2022-12-09 01:50:00,1.22673,1.2264,1.2269,1135,1.22596,0,,,
2022-12-09 01:55:00,1.22639,1.22678,1.22678,1091,1.22623,0,,,
2022-12-09 02:00:00,1.22681,1.22597,1.22705,777,1.22575,0,,,
2022-12-09 02:05:00,1.22598,1.22551,1.22615,884,1.22528,0,,,
2022-12-09 02:10:00,1.2255,1.22541,1.2257,911,1.22508,0,,,
2022-12-09 02:15:00,1.2254,1.22551,1.2258,541,1.2252,0,,,
2022-12-09 02:20:00,1.2255,1.22559,1.2257,535,1.2252,0,,,
2022-12-09 02:25:00,1.2256,1.22554,1.2258,514,1.22521,0,,,
2022-12-09 02:30:00,1.22532,1.22565,1.2257,586,1.2251,0,,,
2022-12-09 02:35:00,1.22542,1.2256,1.22596,632,1.22536,0,,,
2022-12-09 02:40:00,1.22563,1.22581,1.22582,673,1.22528,0,,,
2022-12-09 02:45:00,1.22585,1.22574,1.22591,517,1.22533,0,,,
2022-12-09 02:50:00,1.22573,1.22603,1.22608,604,1.22546,0,,,
2022-12-09 02:55:00,1.22604,1.22617,1.22631,807,1.2258,0,,,
2022-12-09 03:00:00,1.22616,1.22671,1.22701,1034,1.226,0,,,
2022-12-09 03:05:00,1.22644,1.227,1.2272,820,1.22644,0,,,
2022-12-09 03:10:00,1.22697,1.22714,1.2276,561,1.22697,0,,,
2022-12-09 03:15:00,1.22713,1.22712,1.22755,618,1.2268,0,,,
2022-12-09 03:20:00,1.22712,1.22743,1.2276,668,1.22684,0,,,
2022-12-09 03:25:00,1.22743,1.22745,1.2276,488,1.2271,0,,,
2022-12-09 03:30:00,1.22744,1.22728,1.2276,524,1.22684,0,,,
2022-12-09 03:35:00,1.22726,1.2266,1.22731,461,1.22653,0,,,
2022-12-09 03:40:00,1.22678,1.22726,1.2273,620,1.22655,0,,,
2022-12-09 03:45:00,1.22727,1.22708,1.22762,554,1.2268,0,,,
2022-12-09 03:50:00,1.22708,1.2274,1.2275,522,1.22679,0,,,
2022-12-09 03:55:00,1.22739,1.22736,1.2275,447,1.2269,0,,,
2022-12-09 04:00:00,1.22736,1.22728,1.2275,500,1.2271,0,,,
2022-12-09 04:05:00,1.22729,1.2273,1.2277,420,1.227,0,,,
2022-12-09 04:10:00,1.22736,1.22726,1.22752,446,1.2271,0,,,
2022-12-09 04:15:00,1.22725,1.22729,1.2274,457,1.22685,0,,,
2022-12-09 04:20:00,1.22727,1.2273,1.22756,642,1.22702,0,,,
2022-12-09 04:25:00,1.22748,1.2274,1.2276,550,1.2271,0,,,
2022-12-09 04:30:00,1.22732,1.22724,1.2275,379,1.227,0,,,
2022-12-09 04:35:00,1.22725,1.227,1.2275,385,1.22687,0,,,
2022-12-09 04:40:00,1.22711,1.22709,1.2272,433,1.22685,0,,,
2022-12-09 04:45:00,1.22712,1.2273,1.22731,351,1.22673,0,,,
2022-12-09 04:50:00,1.22728,1.22688,1.2273,375,1.22671,0,,,
2022-12-09 04:55:00,1.22689,1.2269,1.22712,431,1.22659,0,,,
2022-12-09 05:00:00,1.2267,1.2266,1.2271,824,1.22645,0,,,
2022-12-09 05:05:00,1.22645,1.22718,1.22733,762,1.2264,0,,,
2022-12-09 05:10:00,1.22719,1.22753,1.2276,1013,1.2269,0,,,
2022-12-09 05:15:00,1.22733,1.2269,1.22759,899,1.22677,0,,,
2022-12-09 05:20:00,1.22678,1.22706,1.2276,823,1.2267,0,,,
2022-12-09 05:25:00,1.22686,1.2262,1.2272,962,1.22612,0,,,
2022-12-09 05:30:00,1.22619,1.22622,1.2267,852,1.22609,0,,,
2022-12-09 05:35:00,1.22645,1.22588,1.2267,949,1.22585,0,,,
2022-12-09 05:40:00,1.22587,1.2259,1.22656,1029,1.22587,0,,,
2022-12-09 05:45:00,1.22611,1.2259,1.22631,918,1.22579,0,,,
2022-12-09 05:50:00,1.22602,1.2259,1.22602,916,1.22544,0,,,
2022-12-09 05:55:00,1.22589,1.22566,1.22611,919,1.22557,0,,,
2022-12-09 06:00:00,1.22565,1.22583,1.2262,939,1.22537,0,,,
2022-12-09 06:05:00,1.22584,1.22597,1.22637,737,1.22578,0,,,
2022-12-09 06:10:00,1.22625,1.22608,1.2264,820,1.22582,0,,,
2022-12-09 06:15:00,1.22583,1.22606,1.2265,753,1.22571,0,,,
2022-12-09 06:20:00,1.22636,1.22621,1.2267,982,1.22604,0,,,
2022-12-09 06:25:00,1.22648,1.22601,1.22662,1054,1.22591,0,,,
2022-12-09 06:30:00,1.22627,1.22611,1.22647,1040,1.22574,0,,,
2022-12-09 06:35:00,1.22637,1.22666,1.22679,1073,1.22583,0,,,
2022-12-09 06:40:00,1.22642,1.22634,1.22671,1038,1.22577,0,,,
2022-12-09 06:45:00,1.22636,1.22585,1.22643,867,1.22567,0,,,
2022-12-09 06:50:00,1.22583,1.22546,1.22609,898,1.22537,0,,,
2022-12-09 06:55:00,1.2257,1.22573,1.2261,1071,1.2254,0,,,
2022-12-09 07:00:00,1.22602,1.22645,1.2267,1221,1.22571,0,,,
2022-12-09 07:05:00,1.22621,1.22675,1.227,1342,1.22607,0,,,
2022-12-09 07:10:00,1.2265,1.22565,1.2268,1481,1.2254,0,,,
2022-12-09 07:15:00,1.22565,1.22557,1.2258,1408,1.22516,0,,,
2022-12-09 07:20:00,1.22579,1.22547,1.2259,1241,1.22527,0,,,
2022-12-09 07:25:00,1.22523,1.22554,1.22606,1193,1.22516,0,,,
2022-12-09 07:30:00,1.22575,1.22648,1.22653,1338,1.2256,0,,,
2022-12-09 07:35:00,1.22649,1.22538,1.22651,1059,1.2253,0,,,
2022-12-09 07:40:00,1.22537,1.22597,1.2261,1192,1.2252,0,,,
2022-12-09 07:45:00,1.22598,1.2265,1.2266,1102,1.2257,0,,,
2022-12-09 07:50:00,1.22651,1.22569,1.2266,1191,1.2255,0,,,
2022-12-09 07:55:00,1.2257,1.22554,1.22628,1230,1.2254,0,,,
2022-12-09 08:00:00,1.22553,1.22501,1.22588,1289,1.22499,0,,,
2022-12-09 08:05:00,1.22498,1.22507,1.22535,1030,1.2244,0,,,
2022-12-09 08:10:00,1.22509,1.22528,1.22559,1190,1.2249,0,,,
2022-12-09 08:15:00,1.22523,1.22571,1.22636,1058,1.2251,0,,,
2022-12-09 08:20:00,1.2257,1.22531,1.22583,1092,1.22516,0,,,
2022-12-09 08:25:00,1.22532,1.22428,1.2254,1011,1.22416,0,,,
2022-12-09 08:30:00,1.22429,1.22419,1.2245,1108,1.2235,0,,,
2022-12-09 08:35:00,1.22418,1.22402,1.22445,946,1.2237,0,,,
2022-12-09 08:40:00,1.2241,1.22401,1.22433,1000,1.22362,0,,,
2022-12-09 08:45:00,1.22402,1.22382,1.22405,1034,1.2235,0,,,
2022-12-09 08:50:00,1.22385,1.22362,1.22405,1212,1.2234,0,,,
2022-12-09 08:55:00,1.22365,1.22397,1.22431,1031,1.2235,0,,,
2022-12-09 09:00:00,1.22396,1.22421,1.22425,1202,1.223,0,,,
2022-12-09 09:05:00,1.22419,1.22442,1.22463,1043,1.224,0,,,
2022-12-09 09:10:00,1.22438,1.22414,1.22457,1137,1.2238,0,,,
2022-12-09 09:15:00,1.22415,1.22388,1.22428,970,1.2236,0,,,
2022-12-09 09:20:00,1.22389,1.22385,1.2241,1116,1.2234,0,,,
2022-12-09 09:25:00,1.22384,1.22458,1.22505,1318,1.22359,0,,,
2022-12-09 09:30:00,1.22461,1.2239,1.2247,1174,1.2236,0,,,
2022-12-09 09:35:00,1.22391,1.22449,1.2246,1019,1.2236,0,,,
2022-12-09 09:40:00,1.2245,1.22476,1.22501,1019,1.2243,0,,,
2022-12-09 09:45:00,1.22475,1.2243,1.22495,976,1.22418,0,,,
2022-12-09 09:50:00,1.2243,1.22434,1.22462,905,1.22405,0,,,
2022-12-09 09:55:00,1.22433,1.22472,1.22501,1050,1.2242,0,,,
2022-12-09 10:00:00,1.22473,1.22521,1.22533,1073,1.22459,0,,,
2022-12-09 10:05:00,1.22526,1.2251,1.22543,1081,1.2248,0,,,
2022-12-09 10:10:00,1.22509,1.22561,1.22595,979,1.2249,0,,,
2022-12-09 10:15:00,1.22562,1.22524,1.22594,937,1.2251,0,,,
2022-12-09 10:20:00,1.22523,1.22454,1.22526,1146,1.2245,0,,,
2022-12-09 10:25:00,1.22452,1.22442,1.2247,1036,1.2241,0,,,
2022-12-09 10:30:00,1.22443,1.22431,1.2246,838,1.224,0,,,
2022-12-09 10:35:00,1.2243,1.22456,1.22457,843,1.224,0,,,
2022-12-09 10:40:00,1.2246,1.22432,1.2247,791,1.2241,0,,,
2022-12-09 10:45:00,1.22434,1.22383,1.22435,831,1.2236,0,,,
2022-12-09 10:50:00,1.22384,1.22419,1.22438,1035,1.2236,0,,,
2022-12-09 10:55:00,1.2242,1.22536,1.22552,1189,1.2238,0,,,
2022-12-09 11:00:00,1.2253,1.22632,1.22643,1155,1.22529,0,,,
2022-12-09 11:05:00,1.22633,1.2259,1.22642,1045,1.2256,0,,,
2022-12-09 11:10:00,1.22591,1.22584,1.22605,941,1.2253,0,,,
2022-12-09 11:15:00,1.22577,1.22574,1.2261,893,1.2255,0,,,
2022-12-09 11:20:00,1.22573,1.22586,1.22617,953,1.2255,0,,,
2022-12-09 11:25:00,1.22587,1.2268,1.22696,1015,1.2257,0,,,
2022-12-09 11:30:00,1.22682,1.22662,1.22704,1060,1.2262,0,,,
2022-12-09 11:35:00,1.22656,1.22661,1.22694,963,1.2264,0,,,
