Date,Open,Close,High,Volume,Low,Signal,Entry,TakeProfit,StopLoss
2023-06-16 00:00:00,1.09454,1.09474,1.0949,414,1.0944,0,,,
2023-06-16 00:05:00,1.09474,1.09486,1.0951,395,1.0946,0,,,
2023-06-16 00:10:00,1.0947,1.095,1.0951,334,1.0947,0,,,
2023-06-16 00:15:00,1.09502,1.09487,1.09505,313,1.0947,0,,,
2023-06-16 00:20:00,1.09486,1.09468,1.095,279,1.0945,0,,,
2023-06-16 00:25:00,1.0949,1.09464,1.0949,216,1.0945,0,,,
2023-06-16 00:30:00,1.09462,1.09452,1.0948,425,1.0942,0,,,
2023-06-16 00:35:00,1.09451,1.09446,1.0946,304,1.0943,0,,,
2023-06-16 00:40:00,1.0945,1.09459,1.0947,297,1.0943,0,,,
2023-06-16 00:45:00,1.09461,1.09442,1.09461,317,1.0943,0,,,
2023-06-16 00:50:00,1.09443,1.09415,1.0945,520,1.0939,0,,,
2023-06-16 00:55:00,1.09412,1.09416,1.0944,293,1.0939,0,,,
2023-06-16 01:00:00,1.09418,1.09452,1.0947,519,1.094,0,,,
2023-06-16 01:05:00,1.09453,1.09446,1.0947,394,1.0943,0,,,
2023-06-16 01:10:00,1.09445,1.09439,1.0946,406,1.0942,0,,,
2023-06-16 01:15:00,1.0944,1.09433,1.0945,450,1.094,0,,,
2023-06-16 01:20:00,1.09432,1.09412,1.0944,482,1.0939,0,,,
2023-06-16 01:25:00,1.0941,1.09422,1.0943,373,1.0938,0,,,
2023-06-16 01:30:00,1.09421,1.0942,1.0943,538,1.0939,0,,,
2023-06-16 01:35:00,1.09416,1.09425,1.0944,422,1.0939,0,,,
2023-06-16 01:40:00,1.09425,1.09447,1.0945,563,1.0941,0,,,
2023-06-16 01:45:00,1.09448,1.09473,1.0949,444,1.0943,0,,,
2023-06-16 01:50:00,1.0947,1.09464,1.0948,421,1.0944,0,,,
2023-06-16 01:55:00,1.09462,1.09435,1.0947,444,1.0942,0,,,
2023-06-16 02:00:00,1.09435,1.09428,1.0946,533,1.0941,0,,,
2023-06-16 02:05:00,1.09429,1.09442,1.0946,466,1.0941,0,,,
2023-06-16 02:10:00,1.09443,1.09447,1.0947,477,1.0942,0,,,
2023-06-16 02:15:00,1.09445,1.0943,1.09454,488,1.0941,0,,,
2023-06-16 02:20:00,1.09439,1.09443,1.0946,400,1.0942,0,,,
2023-06-16 02:25:00,1.0944,1.0943,1.0945,423,1.094,0,,,
2023-06-16 02:30:00,1.0943,1.09425,1.0944,494,1.094,0,,,
2023-06-16 02:35:00,1.09426,1.09428,1.0944,352,1.094,0,,,
2023-06-16 02:40:00,1.09427,1.09418,1.0944,411,1.094,0,,,
2023-06-16 02:45:00,1.09417,1.09388,1.0943,818,1.0935,0,,,
2023-06-16 02:50:00,1.09386,1.09371,1.0939,569,1.0935,0,,,
2023-06-16 02:55:00,1.09374,1.09363,1.09381,487,1.0934,0,,,
2023-06-16 03:00:00,1.0936,1.09392,1.0941,514,1.0935,0,,,
2023-06-16 03:05:00,1.09391,1.09401,1.09413,383,1.0937,0,,,
2023-06-16 03:10:00,1.094,1.0937,1.0941,326,1.0937,0,,,
2023-06-16 03:15:00,1.09388,1.0938,1.094,365,1.0936,0,,,
2023-06-16 03:20:00,1.09376,1.09409,1.09417,363,1.0936,0,,,
2023-06-16 03:25:00,1.09408,1.0942,1.0943,396,1.0939,0,,,
2023-06-16 03:30:00,1.09418,1.09416,1.0943,420,1.0939,0,,,
2023-06-16 03:35:00,1.0942,1.09407,1.0942,362,1.0939,0,,,
2023-06-16 03:40:00,1.09406,1.09418,1.09423,286,1.0939,0,,,
2023-06-16 03:45:00,1.09419,1.09415,1.0942,347,1.0939,0,,,
2023-06-16 03:50:00,1.0941,1.09394,1.0942,355,1.0938,0,,,
2023-06-16 03:55:00,1.09395,1.0938,1.09401,300,1.0936,0,,,
2023-06-16 04:00:00,1.09383,1.09367,1.0939,339,1.0935,0,,,
2023-06-16 04:05:00,1.09364,1.0938,1.0939,306,1.0935,0,,,
2023-06-16 04:10:00,1.09381,1.09406,1.09412,310,1.0936,0,,,
2023-06-16 04:15:00,1.09405,1.09421,1.0943,258,1.0939,0,,,
2023-06-16 04:20:00,1.09418,1.09412,1.0943,250,1.0939,0,,,
2023-06-16 04:25:00,1.0941,1.09424,1.0943,288,1.0939,0,,,
2023-06-16 04:30:00,1.09419,1.09426,1.0944,236,1.094,0,,,
2023-06-16 04:35:00,1.0943,1.0942,1.0944,305,1.0939,0,,,
2023-06-16 04:40:00,1.09414,1.09413,1.0943,258,1.0939,0,,,
2023-06-16 04:45:00,1.094,1.09401,1.0943,286,1.0938,0,,,
2023-06-16 04:50:00,1.0941,1.09411,1.09414,353,1.0938,0,,,
2023-06-16 04:55:00,1.09412,1.09386,1.0943,421,1.0937,0,,,
2023-06-16 05:00:00,1.09388,1.09397,1.0941,509,1.0936,0,,,
2023-06-16 05:05:00,1.09398,1.09386,1.0941,295,1.0937,0,,,
2023-06-16 05:10:00,1.09382,1.0939,1.094,340,1.0937,0,,,
2023-06-16 05:15:00,1.09389,1.09397,1.094,270,1.0937,0,,,
2023-06-16 05:20:00,1.0939,1.0939,1.0942,288,1.0937,0,,,
2023-06-16 05:25:00,1.09408,1.09411,1.0943,448,1.0939,0,,,
2023-06-16 05:30:00,1.09409,1.0942,1.0943,417,1.0939,0,,,
2023-06-16 05:35:00,1.09417,1.09404,1.0944,405,1.0939,0,,,
2023-06-16 05:40:00,1.09403,1.09433,1.0944,459,1.0938,0,,,
2023-06-16 05:45:00,1.09432,1.09448,1.0946,502,1.0941,0,,,
2023-06-16 05:50:00,1.09447,1.0943,1.0945,405,1.094,0,,,
2023-06-16 05:55:00,1.09429,1.09397,1.0944,598,1.0938,0,,,
2023-06-16 06:00:00,1.09394,1.09419,1.09434,685,1.0938,0,,,
2023-06-16 06:05:00,1.09418,1.09439,1.09463,627,1.0941,0,,,
2023-06-16 06:10:00,1.0944,1.09475,1.0949,670,1.09436,0,,,
2023-06-16 06:15:00,1.09474,1.09497,1.09502,646,1.0945,0,,,
2023-06-16 06:20:00,1.09493,1.09543,1.09578,870,1.0948,0,,,
2023-06-16 06:25:00,1.09544,1.09562,1.09573,720,1.0952,0,,,
2023-06-16 06:30:00,1.09558,1.09608,1.0963,745,1.0954,0,,,
2023-06-16 06:35:00,1.09605,1.09573,1.0962,401,1.0956,0,,,
2023-06-16 06:40:00,1.09574,1.09487,1.09574,671,1.0945,0,,,
2023-06-16 06:45:00,1.09485,1.09486,1.09518,619,1.0946,0,,,
2023-06-16 06:50:00,1.09487,1.09494,1.095,572,1.0944,0,,,
2023-06-16 06:55:00,1.09495,1.09473,1.0954,752,1.0946,0,,,
2023-06-16 07:00:00,1.09473,1.09482,1.09522,904,1.0944,0,,,
2023-06-16 07:05:00,1.09482,1.09452,1.09496,691,1.0942,0,,,
2023-06-16 07:10:00,1.09455,1.09451,1.0948,604,1.0942,0,,,
2023-06-16 07:15:00,1.09449,1.09414,1.0946,754,1.0939,0,,,
2023-06-16 07:20:00,1.09415,1.0936,1.0942,889,1.09338,0,,,
2023-06-16 07:25:00,1.09359,1.09411,1.09412,777,1.0934,0,,,
2023-06-16 07:30:00,1.0941,1.09422,1.09468,641,1.094,0,,,
2023-06-16 07:35:00,1.09427,1.09408,1.0943,609,1.0937,0,,,
2023-06-16 07:40:00,1.09409,1.094,1.0944,851,1.0938,0,,,
2023-06-16 07:45:00,1.0941,1.09392,1.09414,694,1.0937,0,,,
2023-06-16 07:50:00,1.09393,1.09402,1.0941,598,1.09357,0,,,
2023-06-16 07:55:00,1.09403,1.09427,1.0945,757,1.0937,0,,,
2023-06-16 08:00:00,1.0941,1.09443,1.09467,765,1.0937,0,,,
2023-06-16 08:05:00,1.09444,1.09446,1.09461,698,1.0941,0,,,
2023-06-16 08:10:00,1.09447,1.09463,1.0947,575,1.0942,0,,,
2023-06-16 08:15:00,1.09464,1.095,1.09529,667,1.0944,0,,,
2023-06-16 08:20:00,1.09499,1.09504,1.0952,567,1.0948,0,,,
2023-06-16 08:25:00,1.09505,1.09487,1.09512,627,1.0943,0,,,
2023-06-16 08:30:00,1.09487,1.09517,1.0954,738,1.0945,0,,,
2023-06-16 08:35:00,1.09512,1.09509,1.0954,760,1.0949,0,,,
2023-06-16 08:40:00,1.0951,1.09464,1.0952,754,1.0944,0,,,
2023-06-16 08:45:00,1.0946,1.09521,1.09525,666,1.0944,0,,,
