Date,Open,Close,High,Volume,Low,Signal,Entry,TakeProfit,StopLoss
2022-01-04 00:00:00,1.19284,1.19234,1.19289,272,1.192,0,,,
2022-01-04 00:05:00,1.19234,1.19201,1.19234,285,1.1916,0,,,
2022-01-04 00:10:00,1.19199,1.19203,1.1922,166,1.1916,0,,,
2022-01-04 00:15:00,1.19202,1.1916,1.19207,199,1.1915,0,,,
2022-01-04 00:20:00,1.1918,1.19191,1.19204,158,1.1916,0,,,
2022-01-04 00:25:00,1.19195,1.19213,1.19217,139,1.1916,0,,,
2022-01-04 00:30:00,1.19212,1.192,1.19213,142,1.1917,0,,,
2022-01-04 00:35:00,1.1921,1.19192,1.1921,168,1.1916,0,,,
2022-01-04 00:40:00,1.19192,1.19197,1.19199,146,1.1916,0,,,
2022-01-04 00:45:00,1.19198,1.19201,1.19207,188,1.1917,0,,,
2022-01-04 00:50:00,1.1917,1.19179,1.19212,195,1.1917,0,,,
2022-01-04 00:55:00,1.19178,1.19207,1.1921,177,1.1916,0,,,
2022-01-04 01:00:00,1.19208,1.19205,1.19211,193,1.1916,0,,,
2022-01-04 01:05:00,1.19202,1.19221,1.19225,185,1.1917,0,,,
2022-01-04 01:10:00,1.19221,1.19218,1.1923,219,1.1918,0,,,
2022-01-04 01:15:00,1.1922,1.19214,1.1923,210,1.1917,0,,,
2022-01-04 01:20:00,1.19213,1.19252,1.19252,215,1.1918,0,,,
2022-01-04 01:25:00,1.19251,1.1925,1.19253,188,1.1921,0,,,
2022-01-04 01:30:00,1.19251,1.19232,1.19251,187,1.192,0,,,
2022-01-04 01:35:00,1.1923,1.1922,1.19236,224,1.1919,0,,,
2022-01-04 01:40:00,1.19234,1.19227,1.19234,195,1.1919,0,,,
2022-01-04 01:45:00,1.19226,1.1921,1.19253,202,1.192,0,,,
2022-01-04 01:50:00,1.19237,1.19223,1.19241,254,1.1918,0,,,
2022-01-04 01:55:00,1.19222,1.1919,1.19229,235,1.1917,0,,,
2022-01-04 02:00:00,1.1922,1.19213,1.1922,166,1.1917,0,,,
2022-01-04 02:05:00,1.19212,1.1917,1.19213,151,1.1915,0,,,
2022-01-04 02:10:00,1.1918,1.19191,1.19193,155,1.1915,0,,,
2022-01-04 02:15:00,1.1918,1.19208,1.19212,157,1.1915,0,,,
2022-01-04 02:20:00,1.19207,1.1917,1.19211,161,1.1916,0,,,
2022-01-04 02:25:00,1.19196,1.1919,1.19197,149,1.1915,0,,,
2022-01-04 02:30:00,1.1918,1.19182,1.19196,134,1.1915,0,,,
2022-01-04 02:35:00,1.19181,1.19175,1.19187,157,1.1914,0,,,
2022-01-04 02:40:00,1.19175,1.19174,1.1918,156,1.1914,0,,,
2022-01-04 02:45:00,1.19176,1.19189,1.19194,175,1.1914,0,,,
2022-01-04 02:50:00,1.19188,1.19189,1.19193,153,1.1914,0,,,
2022-01-04 02:55:00,1.1919,1.19198,1.19218,258,1.1915,0,,,
2022-01-04 03:00:00,1.19199,1.1916,1.19206,168,1.1914,0,,,
2022-01-04 03:05:00,1.19178,1.19171,1.19179,210,1.1913,0,,,
2022-01-04 03:10:00,1.1917,1.19182,1.19183,177,1.1913,0,,,
2022-01-04 03:15:00,1.19181,1.19167,1.19182,225,1.1913,0,,,
2022-01-04 03:20:00,1.19171,1.19177,1.19178,147,1.1912,0,,,
