Date,Open,Close,High,Volume,Low,Signal,Entry,TakeProfit,StopLoss
2023-06-01 00:00:00,19.7194,19.6973,19.7194,191,19.6659,0,,,
2023-06-01 00:05:00,19.7058,19.6958,19.7086,175,19.6685,0,,,
2023-06-01 00:10:00,19.69581,19.6914,19.7047,93,19.6665,0,,,
2023-06-01 00:15:00,19.6923,19.6983,19.7065,105,19.6671,0,,,
2023-06-01 00:20:00,19.6982,19.6967,19.7065,60,19.6685,0,,,
2023-06-01 00:25:00,19.69715,19.705,19.705,80,19.6719,0,,,
2023-06-01 00:30:00,19.7049,19.7026,19.7124,220,19.6961,0,,,
2023-06-01 00:35:00,19.71163,19.70209,19.7124,74,19.7017,0,,,
2023-06-01 00:40:00,19.7115,19.7326,19.7329,149,19.69849,0,,,
2023-06-01 00:45:00,19.7324,19.7211,19.7384,360,19.7177,0,,,
2023-06-01 00:50:00,19.726,19.72384,19.73278,273,19.7169,0,,,
2023-06-01 00:55:00,19.72387,19.7318,19.7335,271,19.7163,0,,,
2023-06-01 01:00:00,19.728,19.7247,19.7345,239,19.7206,0,,,
2023-06-01 01:05:00,19.7248,19.7309,19.7405,240,19.7224,0,,,
2023-06-01 01:10:00,19.731,19.7317,19.74389,299,19.7304,0,,,
2023-06-01 01:15:00,19.7348,19.7361,19.75072,457,19.72712,0,,,
2023-06-01 01:20:00,19.7454,19.735,19.7467,133,19.7347,0,,,
2023-06-01 01:25:00,19.7349,19.7377,19.75437,163,19.7314,0,,,
2023-06-01 01:30:00,19.739,19.7326,19.7404,319,19.7263,0,,,
2023-06-01 01:35:00,19.7301,19.737,19.7454,206,19.72705,0,,,
2023-06-01 01:40:00,19.745,19.756,19.7618,683,19.7344,0,,,
2023-06-01 01:45:00,19.7559,19.7133,19.7559,884,19.70481,0,,,
2023-06-01 01:50:00,19.7223,19.7024,19.7308,749,19.696,0,,,
2023-06-01 01:55:00,19.7025,19.6922,19.7042,500,19.6892,0,,,
2023-06-01 02:00:00,19.7008,19.6874,19.70571,557,19.6858,0,,,
2023-06-01 02:05:00,19.69597,19.7001,19.7063,933,19.6869,0,,,
2023-06-01 02:10:00,19.70166,19.69697,19.70834,811,19.6871,0,,,
2023-06-01 02:15:00,19.69677,19.6912,19.7031,724,19.6868,0,,,
2023-06-01 02:20:00,19.69265,19.6931,19.7095,367,19.6902,0,,,
2023-06-01 02:25:00,19.70048,19.71787,19.719,315,19.693,0,,,
2023-06-01 02:30:00,19.7097,19.6999,19.719,409,19.698,0,,,
2023-06-01 02:35:00,19.7083,19.6973,19.7118,340,19.6939,0,,,
2023-06-01 02:40:00,19.6971,19.698,19.7145,393,19.6964,0,,,
2023-06-01 02:45:00,19.70493,19.6843,19.7064,456,19.6745,0,,,
2023-06-01 02:50:00,19.6833,19.685,19.6965,308,19.68051,0,,,
2023-06-01 02:55:00,19.69359,19.6833,19.6965,207,19.6831,0,,,
2023-06-01 03:00:00,19.6831,19.6807,19.6953,267,19.6798,0,,,
2023-06-01 03:05:00,19.68806,19.6824,19.6952,310,19.6774,0,,,
2023-06-01 03:10:00,19.6826,19.6845,19.6955,241,19.6791,0,,,
2023-06-01 03:15:00,19.6838,19.6853,19.6957,102,19.6823,0,,,
2023-06-01 03:20:00,19.6931,19.6867,19.6974,112,19.68499,0,,,
2023-06-01 03:25:00,19.6863,19.69563,19.7018,267,19.6854,0,,,
2023-06-01 03:30:00,19.69374,19.6974,19.6975,158,19.6845,0,,,
2023-06-01 03:35:00,19.6978,19.6873,19.7007,272,19.6863,0,,,
2023-06-01 03:40:00,19.69049,19.6871,19.7009,192,19.6871,0,,,
2023-06-01 03:45:00,19.6867,19.6883,19.7008,224,19.6851,0,,,
2023-06-01 03:50:00,19.6954,19.6986,19.7036,109,19.6899,0,,,
2023-06-01 03:55:00,19.695,19.6891,19.70451,133,19.6891,0,,,
2023-06-01 04:00:00,19.6932,19.6945,19.7047,130,19.68881,0,,,
2023-06-01 04:05:00,19.6949,19.6947,19.7044,109,19.69309,0,,,
2023-06-01 04:10:00,19.6955,19.6947,19.7043,95,19.69385,0,,,
2023-06-01 04:15:00,19.6946,19.6946,19.70402,94,19.6913,0,,,
2023-06-01 04:20:00,19.694,19.6902,19.7005,127,19.6867,0,,,
2023-06-01 04:25:00,19.6869,19.6215,19.6965,99,19.6203,0,,,
2023-06-01 04:30:00,19.6213,19.682,19.69497,319,19.6209,0,,,
2023-06-01 04:35:00,19.681,19.6852,19.6957,114,19.6804,0,,,
2023-06-01 04:40:00,19.6888,19.6935,19.7046,151,19.6834,0,,,
2023-06-01 04:45:00,19.70408,19.6949,19.7059,251,19.6926,0,,,
2023-06-01 04:50:00,19.695,19.6945,19.70569,170,19.694,0,,,
2023-06-01 04:55:00,19.6946,19.7143,19.71798,279,19.694,0,,,
2023-06-01 05:00:00,19.71337,19.7076,19.71823,273,19.70501,0,,,
2023-06-01 05:05:00,19.71019,19.6965,19.7161,132,19.6965,0,,,
2023-06-01 05:10:00,19.6963,19.7014,19.70399,104,19.6963,0,,,
2023-06-01 05:15:00,19.7012,19.6987,19.7106,142,19.698,0,,,
2023-06-01 05:20:00,19.7085,19.6973,19.7093,153,19.6963,0,,,
2023-06-01 05:25:00,19.6974,19.7068,19.71725,205,19.6967,0,,,
2023-06-01 05:30:00,19.7122,19.7068,19.71805,162,19.7018,0,,,
2023-06-01 05:35:00,19.7152,19.7142,19.7284,663,19.7078,0,,,
2023-06-01 05:40:00,19.72365,19.7255,19.72993,516,19.7126,0,,,
2023-06-01 05:45:00,19.7244,19.7091,19.73154,923,19.6997,0,,,
2023-06-01 05:50:00,19.7076,19.6991,19.7169,924,19.6991,0,,,
2023-06-01 05:55:00,19.7092,19.7184,19.72527,877,19.6987,0,,,
2023-06-01 06:00:00,19.7228,19.7359,19.7417,1457,19.7093,0,,,
2023-06-01 06:05:00,19.7367,19.7552,19.7602,1324,19.731,0,,,
2023-06-01 06:10:00,19.75605,19.75767,19.76,438,19.7404,0,,,
2023-06-01 06:15:00,19.75794,19.745,19.7658,669,19.7326,0,,,
2023-06-01 06:20:00,19.74454,19.74775,19.758,711,19.7257,0,,,
2023-06-01 06:25:00,19.7504,19.7549,19.7578,576,19.7359,0,,,
2023-06-01 06:30:00,19.7572,19.7552,19.7638,635,19.7393,0,,,
2023-06-01 06:35:00,19.7587,19.7543,19.7603,666,19.7387,0,,,
2023-06-01 06:40:00,19.7545,19.7485,19.75557,473,19.7362,0,,,
2023-06-01 06:45:00,19.74828,19.75957,19.7706,737,19.7364,0,,,
2023-06-01 06:50:00,19.76022,19.7443,19.7647,742,19.7309,0,,,
2023-06-01 06:55:00,19.7447,19.74675,19.7515,698,19.7313,0,,,
2023-06-01 07:00:00,19.74655,19.7699,19.7707,813,19.7373,0,,,
2023-06-01 07:05:00,19.7667,19.78953,19.7958,952,19.7524,0,,,
2023-06-01 07:10:00,19.78946,19.7929,19.8096,582,19.7773,0,,,
2023-06-01 07:15:00,19.78935,19.8541,19.8615,939,19.7843,0,,,
2023-06-01 07:20:00,19.8527,19.8648,19.9192,1351,19.8199,0,,,
2023-06-01 07:25:00,19.8664,19.8833,19.8893,917,19.8456,0,,,
2023-06-01 07:30:00,19.8837,19.8582,19.8839,1005,19.8194,0,,,
2023-06-01 07:35:00,19.8664,19.86458,19.86815,913,19.8458,0,,,
2023-06-01 07:40:00,19.8647,19.90533,19.908,1024,19.8539,0,,,
2023-06-01 07:45:00,19.905,19.9073,19.9131,1089,19.9015,0,,,
2023-06-01 07:50:00,19.9053,19.8762,19.9075,1032,19.8632,0,,,
2023-06-01 07:55:00,19.87598,19.8691,19.8817,756,19.8507,0,,,
2023-06-01 08:00:00,19.8687,19.8523,19.895,994,19.8523,0,,,
2023-06-01 08:05:00,19.8666,19.87211,19.8783,929,19.85,0,,,
2023-06-01 08:10:00,19.8609,19.86625,19.8738,847,19.8445,0,,,
2023-06-01 08:15:00,19.86635,19.86395,19.8836,1050,19.8535,0,,,
2023-06-01 08:20:00,19.8639,19.8722,19.87575,829,19.8529,0,,,
2023-06-01 08:25:00,19.86,19.87005,19.8794,806,19.8559,0,,,
2023-06-01 08:30:00,19.87049,19.8522,19.87122,1147,19.8442,0,,,
2023-06-01 08:35:00,19.8524,19.8528,19.859,972,19.8398,0,,,
2023-06-01 08:40:00,19.85275,19.85062,19.8585,886,19.8369,0,,,
2023-06-01 08:45:00,19.8519,19.85735,19.8582,772,19.8334,0,,,
2023-06-01 08:50:00,19.85775,19.83875,19.8592,777,19.8272,0,,,
2023-06-01 08:55:00,19.8391,19.8205,19.8409,889,19.8104,0,,,
2023-06-01 09:00:00,19.8203,19.8316,19.83463,730,19.8133,0,,,
2023-06-01 09:05:00,19.832,19.8158,19.844,860,19.8042,0,,,
2023-06-01 09:10:00,19.81465,19.80679,19.8161,1237,19.7966,0,,,
2023-06-01 09:15:00,19.80745,19.80814,19.80965,1102,19.7783,0,,,
2023-06-01 09:20:00,19.809,19.8095,19.8097,754,19.7893,0,,,
2023-06-01 09:25:00,19.80856,19.8123,19.8192,718,19.7959,0,,,
2023-06-01 09:30:00,19.8125,19.81183,19.81677,795,19.7997,0,,,
2023-06-01 09:35:00,19.81176,19.8153,19.8196,822,19.8008,0,,,
2023-06-01 09:40:00,19.8054,19.7884,19.819,954,19.778,0,,,
2023-06-01 09:45:00,19.7843,19.77065,19.79121,1213,19.7504,0,,,
2023-06-01 09:50:00,19.77059,19.7477,19.774,745,19.7471,0,,,
2023-06-01 09:55:00,19.757,19.752,19.76135,820,19.7339,0,,,
2023-06-01 10:00:00,19.7528,19.7609,19.7663,639,19.7375,0,,,
2023-06-01 10:05:00,19.76299,19.74968,19.7657,726,19.738,0,,,
2023-06-01 10:10:00,19.7523,19.7701,19.7735,608,19.7386,0,,,
2023-06-01 10:15:00,19.7682,19.7528,19.7725,705,19.7398,0,,,
2023-06-01 10:20:00,19.753,19.7422,19.7532,710,19.7162,0,,,
2023-06-01 10:25:00,19.74062,19.74355,19.7513,450,19.7305,0,,,
2023-06-01 10:30:00,19.7436,19.7536,19.7573,562,19.729,0,,,
2023-06-01 10:35:00,19.7561,19.75143,19.7565,593,19.7394,0,,,
2023-06-01 10:40:00,19.7515,19.7596,19.7602,798,19.7402,0,,,
2023-06-01 10:45:00,19.7452,19.7737,19.7745,667,19.7449,0,,,
2023-06-01 10:50:00,19.7739,19.7748,19.77775,732,19.7582,0,,,
2023-06-01 10:55:00,19.77585,19.77495,19.77637,671,19.762,0,,,
2023-06-01 11:00:00,19.773,19.77151,19.77498,955,19.75523,0,,,
2023-06-01 11:05:00,19.77178,19.76063,19.78465,752,19.7534,0,,,
2023-06-01 11:10:00,19.7469,19.746,19.7608,789,19.7334,0,,,
2023-06-01 11:15:00,19.74675,19.7452,19.7527,778,19.7307,0,,,
2023-06-01 11:20:00,19.7444,19.74955,19.7555,513,19.7309,0,,,
2023-06-01 11:25:00,19.74966,19.7615,19.7671,532,19.7383,0,,,
2023-06-01 11:30:00,19.76144,19.7707,19.7728,514,19.7503,0,,,
2023-06-01 11:35:00,19.7705,19.7602,19.7709,551,19.7452,0,,,
2023-06-01 11:40:00,19.7602,19.75771,19.7628,1374,19.7456,0,,,
2023-06-01 11:45:00,19.7585,19.7582,19.7622,705,19.7454,0,,,
2023-06-01 11:50:00,19.7584,19.74887,19.7602,423,19.7408,0,,,
2023-06-01 11:55:00,19.74824,19.7292,19.7513,628,19.7288,0,,,
2023-06-01 12:00:00,19.74041,19.7532,19.7564,936,19.7285,0,,,
2023-06-01 12:05:00,19.75374,19.7738,19.7767,793,19.7407,0,,,
2023-06-01 12:10:00,19.7736,19.76164,19.7775,754,19.7512,0,,,
2023-06-01 12:15:00,19.7583,19.76179,19.79728,1195,19.7294,0,,,
2023-06-01 12:20:00,19.7608,19.7789,19.7922,1350,19.7422,0,,,
2023-06-01 12:25:00,19.7785,19.70936,19.7795,1361,19.7083,0,,,
2023-06-01 12:30:00,19.70936,19.72905,19.75187,1486,19.6024,0,,,
2023-06-01 12:35:00,19.72924,19.7194,19.7416,1093,19.7066,0,,,
2023-06-01 12:40:00,19.7198,19.7249,19.7433,1110,19.7071,0,,,
2023-06-01 12:45:00,19.72343,19.7465,19.7526,1100,19.713,0,,,
2023-06-01 12:50:00,19.7435,19.7359,19.7486,1015,19.7236,0,,,
2023-06-01 12:55:00,19.73321,19.7329,19.7416,938,19.7169,0,,,
2023-06-01 13:00:00,19.7325,19.72763,19.7373,995,19.7162,0,,,
2023-06-01 13:05:00,19.72732,19.70906,19.7331,986,19.6912,0,,,
2023-06-01 13:10:00,19.70914,19.7197,19.7263,1097,19.6956,0,,,
2023-06-01 13:15:00,19.7204,19.7196,19.726,893,19.697,0,,,
2023-06-01 13:20:00,19.7205,19.7116,19.7262,709,19.6994,0,,,
2023-06-01 13:25:00,19.71065,19.71428,19.7187,650,19.6985,0,,,
2023-06-01 13:30:00,19.71416,19.67256,19.7169,1166,19.6591,0,,,
2023-06-01 13:35:00,19.6687,19.70312,19.7073,1179,19.6566,0,,,
2023-06-01 13:40:00,19.70328,19.676,19.7078,847,19.6629,0,,,
